Pixel,Wavelength,Wavenumber,Raman Shift,Dark,Raw data #1,Dark Subtracted #1
612,565.13,17695.04,1101.95,2548,40475,37927
613,565.18,17693.39,1103.6,3044,40688,37644
614,565.24,17691.74,1105.25,3148,40792,37644
615,565.29,17690.09,1106.9,2755,40821,38066
616,565.34,17688.44,1108.55,2979,40889,37910
617,565.39,17686.79,1110.2,2627,40868,38241
618,565.45,17685.14,1111.85,3219,41076,37857
619,565.5,17683.49,1113.5,3734,41594,37860
620,565.55,17681.84,1115.15,2526,40560,38034
621,565.6,17680.19,1116.8,3132,41947,38815
622,565.66,17678.55,1118.45,2582,40590,38008
623,565.71,17676.9,1120.09,2725,40825,38100
624,565.76,17675.25,1121.74,2639,40902,38263
625,565.82,17673.61,1123.38,2738,40815,38077
626,565.87,17671.96,1125.03,3132,41324,38192
627,565.92,17670.32,1126.67,2995,41484,38489
628,565.97,17668.67,1128.32,2872,41350,38478
629,566.03,17667.03,1129.96,2997,41789,38792
630,566.08,17665.39,1131.61,3179,41243,38064
631,566.13,17663.74,1133.25,2339,40495,38156
632,566.18,17662.1,1134.89,2681,40886,38205
633,566.24,17660.46,1136.53,3279,41276,37997
634,566.29,17658.82,1138.17,3090,41390,38300
635,566.34,17657.18,1139.82,3000,41450,38450
636,566.39,17655.54,1141.46,2545,41514,38969
637,566.45,17653.9,1143.1,2631,41241,38610
638,566.5,17652.26,1144.74,3054,41710,38656
639,566.55,17650.62,1146.37,2995,41940,38945
640,566.61,17648.98,1148.01,2935,41631,38696
641,566.66,17647.34,1149.65,2243,41021,38778
642,566.71,17645.7,1151.29,2623,41327,38704
643,566.76,17644.07,1152.93,2821,41860,39039
644,566.82,17642.43,1154.56,2988,41626,38638
645,566.87,17640.79,1156.2,3112,41713,38601
646,566.92,17639.16,1157.84,3737,42415,38678
647,566.97,17637.52,1159.47,2810,41906,39096
648,567.03,17635.89,1161.11,2939,42337,39398
649,567.08,17634.25,1162.74,2948,41820,38872
650,567.13,17632.62,1164.37,2865,42484,39619
651,567.18,17630.99,1166.01,3091,42332,39241
652,567.24,17629.35,1167.64,3052,42292,39240
653,567.29,17627.72,1169.27,2760,41197,38437
654,567.34,17626.09,1170.9,2561,42025,39464
655,567.39,17624.46,1172.54,2327,41600,39273
656,567.45,17622.83,1174.17,2338,41884,39546
657,567.5,17621.2,1175.8,3446,42767,39321
658,567.55,17619.57,1177.43,2532,42012,39480
659,567.6,17617.94,1179.06,2379,42118,39739
660,567.66,17616.31,1180.69,3189,43143,39954
661,567.71,17614.68,1182.31,2719,42187,39468
662,567.76,17613.05,1183.94,3261,43116,39855
663,567.81,17611.42,1185.57,2817,42464,39647
664,567.87,17609.79,1187.2,2896,42922,40026
665,567.92,17608.17,1188.82,2959,43021,40062
666,567.97,17606.54,1190.45,2854,43246,40392
667,568.02,17604.92,1192.08,2878,42377,39499
668,568.08,17603.29,1193.7,2479,42736,40257
669,568.13,17601.67,1195.33,2456,42620,40164
670,568.18,17600.04,1196.95,2831,43353,40522
671,568.23,17598.42,1198.58,2695,43196,40501
672,568.29,17596.79,1200.2,2686,42841,40155
673,568.34,17595.17,1201.82,2962,43332,40370
674,568.39,17593.55,1203.44,3439,44220,40781
675,568.44,17591.93,1205.07,3395,43920,40525
676,568.5,17590.3,1206.69,3210,43860,40650
677,568.55,17588.68,1208.31,2800,43112,40312
678,568.6,17587.06,1209.93,2700,43144,40444
679,568.65,17585.44,1211.55,2531,43487,40956
680,568.7,17583.82,1213.17,2926,43872,40946
681,568.76,17582.2,1214.79,3359,43810,40451
682,568.81,17580.58,1216.41,2946,43446,40500
683,568.86,17578.97,1218.03,2648,43945,41297
684,568.91,17577.35,1219.64,3917,45432,41515
685,568.97,17575.73,1221.26,2872,43631,40759
686,569.02,17574.11,1222.88,2418,43816,41398
687,569.07,17572.5,1224.49,2714,43607,40893
688,569.12,17570.88,1226.11,2654,43355,40701
689,569.18,17569.27,1227.73,3019,44273,41254
690,569.23,17567.65,1229.34,2952,44096,41144
691,569.28,17566.04,1230.96,2879,44482,41603
692,569.33,17564.42,1232.57,2470,44023,41553
693,569.38,17562.81,1234.18,2806,44636,41830
694,569.44,17561.2,1235.8,3228,44754,41526
695,569.49,17559.58,1237.41,2791,44424,41633
696,569.54,17557.97,1239.02,2687,44264,41577
697,569.59,17556.36,1240.63,2476,44190,41714
698,569.65,17554.75,1242.24,2827,44456,41629
699,569.7,17553.14,1243.85,3400,44802,41402
700,569.75,17551.53,1245.47,3020,44589,41569
701,569.8,17549.92,1247.08,2619,44755,42136
702,569.86,17548.31,1248.68,2985,44969,41984
703,569.91,17546.7,1250.29,3876,46068,42192
704,569.96,17545.09,1251.9,3368,45400,42032
705,570.01,17543.48,1253.51,3143,45645,42502
706,570.06,17541.88,1255.12,2727,45062,42335
707,570.12,17540.27,1256.72,2615,45109,42494
708,570.17,17538.66,1258.33,4221,45996,41775
709,570.22,17537.06,1259.94,2632,45590,42958
710,570.27,17535.45,1261.54,3379,46329,42950
711,570.33,17533.84,1263.15,2939,45575,42636
712,570.38,17532.24,1264.75,3376,45698,42322
713,570.43,17530.64,1266.36,2414,45591,43177
714,570.48,17529.03,1267.96,4732,47348,42616
715,570.53,17527.43,1269.56,3370,46197,42827
716,570.59,17525.83,1271.17,3003,45799,42796
717,570.64,17524.22,1272.77,2908,46159,43251
718,570.69,17522.62,1274.37,2489,45893,43404
719,570.74,17521.02,1275.97,3100,46456,43356
720,570.8,17519.42,1277.57,3171,46368,43197
721,570.85,17517.82,1279.17,2631,46860,44229
722,570.9,17516.22,1280.77,3279,47219,43940
723,570.95,17514.62,1282.37,3212,47191,43979
724,571,17513.02,1283.97,3091,47766,44675
725,571.06,17511.42,1285.57,2876,47349,44473
726,571.11,17509.82,1287.17,2471,47288,44817
727,571.16,17508.23,1288.77,2733,47685,44952
728,571.21,17506.63,1290.36,3797,48662,44865
729,571.26,17505.03,1291.96,2720,48256,45536
730,571.32,17503.44,1293.56,2799,48097,45298
731,571.37,17501.84,1295.15,3229,48050,44821
732,571.42,17500.24,1296.75,2878,48626,45748
733,571.47,17498.65,1298.34,3325,48931,45606
734,571.52,17497.06,1299.94,2185,48226,46041
735,571.58,17495.46,1301.53,2946,49536,46590
736,571.63,17493.87,1303.12,2921,49921,47000
737,571.68,17492.27,1304.72,2753,49897,47144
738,571.73,17490.68,1306.31,3533,50627,47094
739,571.79,17489.09,1307.9,2630,49911,47281
740,571.84,17487.5,1309.49,2375,50344,47969
741,571.89,17485.91,1311.09,2532,51059,48527
742,571.94,17484.32,1312.68,2430,51518,49088
743,571.99,17482.73,1314.27,3250,52151,48901
744,572.05,17481.14,1315.86,3151,52845,49694
745,572.1,17479.55,1317.45,2551,52425,49874
746,572.15,17477.96,1319.03,3079,53590,50511
747,572.2,17476.37,1320.62,2802,53528,50726
748,572.25,17474.78,1322.21,2730,53934,51204
749,572.31,17473.19,1323.8,2637,54877,52240
750,572.36,17471.61,1325.38,2801,54908,52107
751,572.41,17470.02,1326.97,2651,55444,52793
752,572.46,17468.44,1328.56,3227,56501,53274
753,572.51,17466.85,1330.14,3036,56287,53251
754,572.57,17465.26,1331.73,3394,56919,53525
755,572.62,17463.68,1333.31,2571,56503,53932
756,572.67,17462.1,1334.9,2977,57142,54165
757,572.72,17460.51,1336.48,2561,57103,54542
758,572.77,17458.93,1338.06,2954,57983,55029
759,572.82,17457.35,1339.65,2466,57671,55205
760,572.88,17455.76,1341.23,2720,57596,54876
761,572.93,17454.18,1342.81,2687,57562,54875
762,572.98,17452.6,1344.39,3100,57963,54863
763,573.03,17451.02,1345.97,2658,57439,54781
764,573.08,17449.44,1347.55,2450,56915,54465
765,573.14,17447.86,1349.13,2872,57073,54201
766,573.19,17446.28,1350.71,2995,56249,53254
767,573.24,17444.7,1352.29,5301,58855,53554
768,573.29,17443.12,1353.87,2677,56235,53558
769,573.34,17441.54,1355.45,3078,56666,53588
770,573.4,17439.97,1357.03,3044,54961,51917
771,573.45,17438.39,1358.6,2724,54159,51435
772,573.5,17436.81,1360.18,2929,54516,51587
773,573.55,17435.23,1361.76,3070,54020,50950
774,573.6,17433.66,1363.33,3158,53570,50412
775,573.65,17432.08,1364.91,3162,52717,49555
776,573.71,17430.51,1366.48,2984,52916,49932
777,573.76,17428.93,1368.06,2701,52000,49299
778,573.81,17427.36,1369.63,2682,51723,49041
779,573.86,17425.79,1371.21,4215,53186,48971
780,573.91,17424.21,1372.78,2561,50945,48384
781,573.97,17422.64,1374.35,2687,50561,47874
782,574.02,17421.07,1375.92,2465,49998,47533
783,574.07,17419.5,1377.5,2321,50885,48564
784,574.12,17417.93,1379.07,2519,50029,47510
785,574.17,17416.35,1380.64,2611,50252,47641
786,574.22,17414.78,1382.21,2831,49967,47136
787,574.28,17413.21,1383.78,2905,49826,46921
788,574.33,17411.65,1385.35,2483,49765,47282
789,574.38,17410.08,1386.92,2840,49499,46659
790,574.43,17408.51,1388.48,3503,50222,46719
791,574.48,17406.94,1390.05,2880,49418,46538
792,574.54,17405.37,1391.62,2698,49135,46437
793,574.59,17403.8,1393.19,2610,48551,45941
794,574.64,17402.24,1394.75,2789,48448,45659
795,574.69,17400.67,1396.32,2927,49005,46078
796,574.74,17399.11,1397.89,2739,48377,45638
797,574.79,17397.54,1399.45,3523,49522,45999
798,574.85,17395.98,1401.02,2577,48172,45595
799,574.9,17394.41,1402.58,3879,49309,45430
800,574.95,17392.85,1404.14,2742,48078,45336
801,575,17391.28,1405.71,3108,48345,45237
802,575.05,17389.72,1407.27,2473,47406,44933
803,575.1,17388.16,1408.83,2175,47956,45781
804,575.16,17386.6,1410.4,2569,47529,44960
805,575.21,17385.04,1411.96,2911,48130,45219
806,575.26,17383.47,1413.52,2698,47726,45028
807,575.31,17381.91,1415.08,2698,47990,45292
808,575.36,17380.35,1416.64,3127,47502,44375
809,575.41,17378.79,1418.2,2749,47367,44618
810,575.47,17377.23,1419.76,3015,48052,45037
811,575.52,17375.67,1421.32,2717,47407,44690
812,575.57,17374.12,1422.88,2527,47074,44547
813,575.62,17372.56,1424.43,2516,47560,45044
814,575.67,17371,1425.99,3487,48488,45001
815,575.72,17369.44,1427.55,2926,48333,45407
816,575.78,17367.89,1429.11,2624,47671,45047
817,575.83,17366.33,1430.66,2590,47718,45128
818,575.88,17364.78,1432.22,2773,48006,45233
819,575.93,17363.22,1433.77,2850,47797,44947
820,575.98,17361.67,1435.33,2696,47648,44952
821,576.03,17360.11,1436.88,2843,47456,44613
822,576.08,17358.56,1438.44,3375,48305,44930
823,576.14,17357,1439.99,3583,48704,45121
824,576.19,17355.45,1441.54,2937,48016,45079
825,576.24,17353.9,1443.09,3035,48386,45351
826,576.29,17352.35,1444.65,2845,47927,45082
827,576.34,17350.79,1446.2,2909,47748,44839
828,576.39,17349.24,1447.75,2672,47285,44613
829,576.45,17347.69,1449.3,2786,47748,44962
830,576.5,17346.14,1450.85,2930,48383,45453
831,576.55,17344.59,1452.4,2667,47495,44828
832,576.6,17343.04,1453.95,2897,47526,44629
833,576.65,17341.5,1455.5,2955,47662,44707
834,576.7,17339.95,1457.05,2254,47409,45155
835,576.75,17338.4,1458.59,2904,48144,45240
836,576.81,17336.85,1460.14,3447,48237,44790
837,576.86,17335.3,1461.69,2740,47492,44752
838,576.91,17333.76,1463.23,3135,47781,44646
839,576.96,17332.21,1464.78,2964,47451,44487
840,577.01,17330.67,1466.33,2705,48063,45358
841,577.06,17329.12,1467.87,2682,47547,44865
842,577.11,17327.58,1469.42,2459,47464,45005
843,577.17,17326.03,1470.96,3220,48343,45123
844,577.22,17324.49,1472.5,3135,48433,45298
845,577.27,17322.94,1474.05,2497,47600,45103
846,577.32,17321.4,1475.59,3105,47848,44743
847,577.37,17319.86,1477.13,2753,47684,44931
848,577.42,17318.32,1478.68,2597,48001,45404
849,577.47,17316.78,1480.22,4469,49431,44962
850,577.53,17315.23,1481.76,2536,47741,45205
851,577.58,17313.69,1483.3,2464,47619,45155
852,577.63,17312.15,1484.84,2687,47910,45223
853,577.68,17310.61,1486.38,2876,48248,45372
854,577.73,17309.07,1487.92,2542,48041,45499
855,577.78,17307.54,1489.46,3049,48209,45160
856,577.83,17306,1491,2701,47864,45163
857,577.89,17304.46,1492.53,2790,48353,45563
858,577.94,17302.92,1494.07,2972,48036,45064
859,577.99,17301.38,1495.61,2281,47668,45387
860,578.04,17299.85,1497.14,3264,48372,45108
861,578.09,17298.31,1498.68,2538,47878,45340
862,578.14,17296.78,1500.22,3449,48655,45206
863,578.19,17295.24,1501.75,4123,49524,45401
864,578.25,17293.71,1503.29,2707,47588,44881
865,578.3,17292.17,1504.82,2766,48631,45865
866,578.35,17290.64,1506.35,3273,49114,45841
867,578.4,17289.1,1507.89,2453,48318,45865
868,578.45,17287.57,1509.42,3376,49143,45767
869,578.5,17286.04,1510.95,2599,47970,45371
870,578.55,17284.51,1512.49,2507,48153,45646
871,578.6,17282.98,1514.02,3324,49202,45878
872,578.66,17281.44,1515.55,2663,48319,45656
873,578.71,17279.91,1517.08,2799,49236,46437
874,578.76,17278.38,1518.61,2619,48743,46124
875,578.81,17276.85,1520.14,3382,49825,46443
876,578.86,17275.32,1521.67,2318,49195,46877
877,578.91,17273.8,1523.2,2727,48509,45782
878,578.96,17272.27,1524.73,3111,49193,46082
879,579.01,17270.74,1526.25,3008,49591,46583
880,579.07,17269.21,1527.78,2894,49572,46678
881,579.12,17267.68,1529.31,2630,49421,46791
882,579.17,17266.16,1530.83,2559,49423,46864
883,579.22,17264.63,1532.36,3348,50086,46738
884,579.27,17263.11,1533.89,2951,49651,46700
885,579.32,17261.58,1535.41,2844,50567,47723
886,579.37,17260.06,1536.94,2607,50328,47721
887,579.42,17258.53,1538.46,2565,50213,47648
888,579.47,17257.01,1539.98,2683,50417,47734
889,579.53,17255.48,1541.51,3082,51494,48412
890,579.58,17253.96,1543.03,2560,50899,48339
891,579.63,17252.44,1544.55,3002,51200,48198
892,579.68,17250.92,1546.08,3232,51696,48464
893,579.73,17249.39,1547.6,2572,52687,50115
894,579.78,17247.87,1549.12,3046,52601,49555
895,579.83,17246.35,1550.64,2749,52373,49624
896,579.88,17244.83,1552.16,2794,52752,49958
897,579.93,17243.31,1553.68,2973,54584,51611
898,579.99,17241.79,1555.2,2995,54231,51236
899,580.04,17240.27,1556.72,2172,53728,51556
900,580.09,17238.76,1558.24,2411,54254,51843
901,580.14,17237.24,1559.76,3238,54844,51606
902,580.19,17235.72,1561.27,2911,55006,52095
903,580.24,17234.2,1562.79,3003,55410,52407
904,580.29,17232.69,1564.31,2892,55708,52816
905,580.34,17231.17,1565.82,2463,55287,52824
906,580.39,17229.65,1567.34,2340,56029,53689
907,580.45,17228.14,1568.85,2704,56048,53344
908,580.5,17226.62,1570.37,2595,55749,53154
909,580.55,17225.11,1571.88,2866,56292,53426
910,580.6,17223.59,1573.4,3877,57908,54031
911,580.65,17222.08,1574.91,2863,56888,54025
912,580.7,17220.57,1576.42,2488,56276,53788
913,580.75,17219.06,1577.94,2623,56304,53681
914,580.8,17217.54,1579.45,2559,56078,53519
915,580.85,17216.03,1580.96,2822,56428,53606
916,580.9,17214.52,1582.47,2714,55652,52938
917,580.96,17213.01,1583.98,2715,55863,53148
918,581.01,17211.5,1585.49,5081,57660,52579
919,581.06,17209.99,1587,3083,55813,52730
920,581.11,17208.48,1588.51,2672,55268,52596
921,581.16,17206.97,1590.02,2609,55111,52502
922,581.21,17205.46,1591.53,2588,55075,52487
923,581.26,17203.95,1593.04,2906,55132,52226
924,581.31,17202.44,1594.55,2605,54544,51939
925,581.36,17200.94,1596.06,2986,54549,51563
926,581.41,17199.43,1597.56,3152,54427,51275
927,581.47,17197.92,1599.07,2932,54657,51725
928,581.52,17196.42,1600.57,2226,53373,51147
929,581.57,17194.91,1602.08,2818,54180,51362
930,581.62,17193.41,1603.59,2571,53436,50865
931,581.67,17191.9,1605.09,3069,54612,51543
932,581.72,17190.4,1606.59,2614,53154,50540
933,581.77,17188.89,1608.1,2643,53436,50793
934,581.82,17187.39,1609.6,2907,53636,50729
935,581.87,17185.89,1611.1,2871,53203,50332
936,581.92,17184.39,1612.61,2563,52997,50434
937,581.97,17182.88,1614.11,2853,51897,49044
938,582.03,17181.38,1615.61,2719,51819,49100
939,582.08,17179.88,1617.11,2471,51156,48685
940,582.13,17178.38,1618.61,2753,51633,48880
941,582.18,17176.88,1620.11,2691,50854,48163
942,582.23,17175.38,1621.61,3028,50581,47553
943,582.28,17173.88,1623.11,2575,50237,47662
944,582.33,17172.38,1624.61,2942,50507,47565
945,582.38,17170.88,1626.11,2820,50603,47783
946,582.43,17169.39,1627.61,2845,50756,47911
947,582.48,17167.89,1629.1,2533,49255,46722
948,582.53,17166.39,1630.6,2887,49680,46793
949,582.58,17164.89,1632.1,3965,50552,46587
950,582.64,17163.4,1633.59,3046,49676,46630
951,582.69,17161.9,1635.09,3377,49360,45983
952,582.74,17160.41,1636.59,2699,48883,46184
953,582.79,17158.91,1638.08,2674,48473,45799
954,582.84,17157.42,1639.57,3448,49710,46262
955,582.89,17155.92,1641.07,3418,49284,45866
956,582.94,17154.43,1642.56,2999,48483,45484
957,582.99,17152.94,1644.06,3236,48616,45380
958,583.04,17151.44,1645.55,2638,48672,46034
959,583.09,17149.95,1647.04,2868,48342,45474
960,583.14,17148.46,1648.53,2359,48224,45865
961,583.19,17146.97,1650.02,2551,47837,45286
962,583.24,17145.48,1651.51,2306,47486,45180
963,583.29,17143.99,1653,2482,47949,45467
964,583.35,17142.5,1654.49,2808,47979,45171
965,583.4,17141.01,1655.98,3091,48247,45156
966,583.45,17139.52,1657.47,2838,48474,45636
967,583.5,17138.03,1658.96,2812,47650,44838
968,583.55,17136.54,1660.45,2550,47388,44838
969,583.6,17135.05,1661.94,3009,47621,44612
970,583.65,17133.57,1663.43,2975,47740,44765
971,583.7,17132.08,1664.91,2972,47548,44576
972,583.75,17130.59,1666.4,2684,47444,44760
973,583.8,17129.11,1667.88,3059,47878,44819
974,583.85,17127.62,1669.37,2682,47128,44446
975,583.9,17126.14,1670.86,2856,47207,44351
976,583.95,17124.65,1672.34,3047,47410,44363
977,584,17123.17,1673.82,2722,47192,44470
978,584.05,17121.68,1675.31,2567,47050,44483
979,584.11,17120.2,1676.79,2583,47216,44633
980,584.16,17118.72,1678.27,2834,46885,44051
981,584.21,17117.24,1679.76,2885,47575,44690
982,584.26,17115.75,1681.24,2911,47647,44736
983,584.31,17114.27,1682.72,2849,47008,44159
984,584.36,17112.79,1684.2,2693,47182,44489
985,584.41,17111.31,1685.68,2923,47174,44251
986,584.46,17109.83,1687.16,2450,46750,44300
987,584.51,17108.35,1688.64,2736,46787,44051
988,584.56,17106.87,1690.12,2923,46935,44012
989,584.61,17105.39,1691.6,2939,47388,44449
990,584.66,17103.91,1693.08,2537,46922,44385
991,584.71,17102.43,1694.56,3314,47494,44180
992,584.76,17100.96,1696.04,3195,47012,43817
993,584.81,17099.48,1697.51,3267,46935,43668
994,584.86,17098,1698.99,3699,47601,43902
995,584.91,17096.53,1700.47,2746,47025,44279
996,584.96,17095.05,1701.94,3108,47460,44352
997,585.02,17093.58,1703.42,2670,46760,44090
998,585.07,17092.1,1704.89,2743,46849,44106
999,585.12,17090.63,1706.37,2803,47082,44279
1000,585.17,17089.15,1707.84,2819,46753,43934
1001,585.22,17087.68,1709.31,2608,46868,44260
1002,585.27,17086.2,1710.79,2927,46994,44067
1003,585.32,17084.73,1712.26,2885,46851,43966
1004,585.37,17083.26,1713.73,2551,46521,43970
1005,585.42,17081.79,1715.2,2670,46464,43794
1006,585.47,17080.32,1716.68,2464,46107,43643
1007,585.52,17078.85,1718.15,2935,46910,43975
1008,585.57,17077.37,1719.62,3285,47429,44144
1009,585.62,17075.9,1721.09,2566,46345,43779
1010,585.67,17074.43,1722.56,2378,45924,43546
1011,585.72,17072.97,1724.03,2559,46650,44091
1012,585.77,17071.5,1725.5,2717,47124,44407
1013,585.82,17070.03,1726.96,2454,46215,43761
1014,585.87,17068.56,1728.43,2738,46493,43755
1015,585.92,17067.09,1729.9,2585,46604,44019
1016,585.97,17065.63,1731.37,3027,47143,44116
1017,586.02,17064.16,1732.83,3007,46671,43664
1018,586.07,17062.69,1734.3,3130,47446,44316
1019,586.12,17061.23,1735.77,3006,46715,43709
1020,586.17,17059.76,1737.23,3241,47026,43785
1021,586.23,17058.3,1738.7,2624,45882,43258
1022,586.28,17056.83,1740.16,2645,46599,43954
1023,586.33,17055.37,1741.62,2530,46600,44070
1024,586.38,17053.9,1743.09,2866,46564,43698
1025,586.43,17052.44,1744.55,3491,47584,44093
1026,586.48,17050.98,1746.01,2464,46268,43804
1027,586.53,17049.52,1747.48,2554,46576,44022
1028,586.58,17048.05,1748.94,2520,46758,44238
1029,586.63,17046.59,1750.4,2823,46469,43646
1030,586.68,17045.13,1751.86,2288,46206,43918
1031,586.73,17043.67,1753.32,3148,46572,43424
1032,586.78,17042.21,1754.78,2604,46220,43616
1033,586.83,17040.75,1756.24,2812,46003,43191
1034,586.88,17039.29,1757.7,3165,46569,43404
1035,586.93,17037.83,1759.16,2966,46688,43722
1036,586.98,17036.37,1760.62,3448,47444,43996
1037,587.03,17034.92,1762.08,2328,46322,43994
1038,587.08,17033.46,1763.53,2241,46169,43928
1039,587.13,17032,1764.99,2688,46854,44166
1040,587.18,17030.55,1766.45,3120,46850,43730
1041,587.23,17029.09,1767.9,3043,47245,44202
1042,587.28,17027.63,1769.36,2750,46540,43790
1043,587.33,17026.18,1770.81,2624,46139,43515
1044,587.38,17024.72,1772.27,3081,46954,43873
1045,587.43,17023.27,1773.72,2932,46589,43657
1046,587.48,17021.82,1775.18,3135,47053,43918
1047,587.53,17020.36,1776.63,2645,46939,44294
1048,587.58,17018.91,1778.08,2194,46270,44076
1049,587.63,17017.46,1779.54,2489,46671,44182
1050,587.68,17016,1780.99,2288,46442,44154
1051,587.73,17014.55,1782.44,2670,46780,44110
1052,587.78,17013.1,1783.89,3141,47537,44396
1053,587.83,17011.65,1785.34,2610,46944,44334
1054,587.88,17010.2,1786.79,2779,47395,44616
1055,587.93,17008.75,1788.24,3391,46775,43384
1056,587.98,17007.3,1789.69,3089,46782,43693
1057,588.03,17005.85,1791.14,2676,46534,43858
1058,588.08,17004.4,1792.59,2270,46193,43923
1059,588.13,17002.95,1794.04,2411,46351,43940
1060,588.18,17001.5,1795.49,3355,47163,43808
1061,588.23,17000.06,1796.94,3329,47100,43771
1062,588.28,16998.61,1798.38,2761,46424,43663
1063,588.33,16997.16,1799.83,3194,47480,44286
1064,588.38,16995.72,1801.28,2866,46902,44036
1065,588.43,16994.27,1802.72,2514,46440,43926
1066,588.48,16992.83,1804.17,2716,46621,43905
1067,588.53,16991.38,1805.61,2596,46488,43892
1068,588.58,16989.94,1807.06,2433,45831,43398
1069,588.63,16988.49,1808.5,2500,46051,43551
1070,588.68,16987.05,1809.94,2900,46612,43712
1071,588.73,16985.61,1811.39,2889,46975,44086
1072,588.78,16984.16,1812.83,3018,46363,43345
1073,588.83,16982.72,1814.27,2597,46380,43783
1074,588.88,16981.28,1815.71,2630,46110,43480
1075,588.93,16979.84,1817.16,3719,47202,43483
1076,588.98,16978.4,1818.6,3788,47040,43252
1077,589.03,16976.96,1820.04,3357,47429,44072
1078,589.08,16975.52,1821.48,2816,46397,43581
1079,589.13,16974.08,1822.92,2829,46454,43625
1080,589.18,16972.64,1824.36,3187,47232,44045
1081,589.23,16971.2,1825.79,2931,46720,43789
1082,589.28,16969.76,1827.23,3042,46925,43883
1083,589.33,16968.32,1828.67,2818,47317,44499
1084,589.38,16966.88,1830.11,2870,46716,43846
1085,589.43,16965.45,1831.55,2314,46589,44275
1086,589.48,16964.01,1832.98,2823,46662,43839
1087,589.53,16962.57,1834.42,2843,46796,43953
1088,589.58,16961.14,1835.85,2669,46275,43606
1089,589.63,16959.7,1837.29,3258,47388,44130
1090,589.68,16958.27,1838.72,2651,46249,43598
1091,589.73,16956.83,1840.16,2323,45711,43388
1092,589.78,16955.4,1841.59,2794,46862,44068
1093,589.83,16953.97,1843.03,2983,46341,43358
1094,589.88,16952.53,1844.46,2685,46522,43837
1095,589.93,16951.1,1845.89,3096,46718,43622
1096,589.98,16949.67,1847.33,2545,46208,43663
1097,590.03,16948.24,1848.76,2631,46826,44195
1098,590.08,16946.8,1850.19,2561,46494,43933
1099,590.13,16945.37,1851.62,2637,45937,43300
1100,590.18,16943.94,1853.05,2855,46441,43586
1101,590.23,16942.51,1854.48,2516,46140,43624
1102,590.28,16941.08,1855.91,2382,45984,43602
1103,590.33,16939.65,1857.34,3242,46488,43246
1104,590.38,16938.22,1858.77,2978,46700,43722
1105,590.43,16936.8,1860.2,3126,46900,43774
1106,590.48,16935.37,1861.63,2719,46168,43449
1107,590.53,16933.94,1863.05,2904,46666,43762
1108,590.58,16932.51,1864.48,3285,47380,44095
1109,590.63,16931.09,1865.91,3293,47038,43745
1110,590.68,16929.66,1867.33,3262,46821,43559
1111,590.73,16928.23,1868.76,2686,46624,43938
1112,590.78,16926.81,1870.18,3018,47043,44025
1113,590.83,16925.38,1871.61,2999,46511,43512
1114,590.88,16923.96,1873.03,2703,46562,43859
1115,590.93,16922.53,1874.46,4561,47738,43177
1116,590.98,16921.11,1875.88,3043,46936,43893
1117,591.03,16919.69,1877.31,2725,46626,43901
1118,591.08,16918.26,1878.73,3061,47130,44069
1119,591.13,16916.84,1880.15,3518,47058,43540
1120,591.18,16915.42,1881.57,3396,47467,44071
1121,591.23,16914,1883,2588,45864,43276
1122,591.28,16912.58,1884.42,2896,46802,43906
1123,591.33,16911.16,1885.84,3180,47330,44150
1124,591.38,16909.74,1887.26,3189,46933,43744
1125,591.42,16908.32,1888.68,2271,46475,44204
1126,591.47,16906.9,1890.1,2892,47206,44314
1127,591.52,16905.48,1891.52,2816,46464,43648
1128,591.57,16904.06,1892.93,2664,46329,43665
1129,591.62,16902.64,1894.35,2350,45889,43539
1130,591.67,16901.22,1895.77,2781,46362,43581
1131,591.72,16899.8,1897.19,3363,46938,43575
1132,591.77,16898.39,1898.6,2776,46819,44043
1133,591.82,16896.97,1900.02,2799,46463,43664
1134,591.87,16895.56,1901.44,2472,46318,43846
1135,591.92,16894.14,1902.85,2694,46582,43888
1136,591.97,16892.72,1904.27,2798,46200,43402
1137,592.02,16891.31,1905.68,2690,46093,43403
1138,592.07,16889.9,1907.1,2918,46808,43890
1139,592.12,16888.48,1908.51,2822,46617,43795
1140,592.17,16887.07,1909.92,2518,46067,43549
1141,592.22,16885.65,1911.34,2941,46352,43411
1142,592.27,16884.24,1912.75,2623,46521,43898
1143,592.32,16882.83,1914.16,2597,46134,43537
1144,592.37,16881.42,1915.57,2431,46121,43690
1145,592.42,16880.01,1916.99,3454,46784,43330
1146,592.47,16878.6,1918.4,2694,46240,43546
1147,592.52,16877.18,1919.81,3624,46444,42820
1148,592.57,16875.77,1921.22,2410,45326,42916
1149,592.61,16874.37,1922.63,3011,46572,43561
1150,592.66,16872.96,1924.04,2483,46243,43760
1151,592.71,16871.55,1925.45,3005,46931,43926
1152,592.76,16870.14,1926.85,3296,46607,43311
1153,592.81,16868.73,1928.26,2707,46228,43521
1154,592.86,16867.32,1929.67,2864,46217,43353
1155,592.91,16865.92,1931.08,3099,46621,43522
1156,592.96,16864.51,1932.48,2456,46219,43763
1157,593.01,16863.1,1933.89,2716,46007,43291
1158,593.06,16861.7,1935.3,3009,46198,43189
1159,593.11,16860.29,1936.7,2443,46138,43695
1160,593.16,16858.89,1938.11,2836,46662,43826
1161,593.21,16857.48,1939.51,2863,46547,43684
1162,593.26,16856.08,1940.91,3483,46870,43387
1163,593.31,16854.67,1942.32,2856,46505,43649
