Pixel,Wavelength,Wavenumber,Raman Shift,Dark,Raw data #1,Dark Subtracted #1
612,565.13,17695.04,1101.95,2412,9644,7232
613,565.18,17693.39,1103.6,2995,10355,7360
614,565.24,17691.74,1105.25,2962,10523,7561
615,565.29,17690.09,1106.9,2799,10165,7366
616,565.34,17688.44,1108.55,2858,10128,7270
617,565.39,17686.79,1110.2,2676,10048,7372
618,565.45,17685.14,1111.85,3312,10679,7367
619,565.5,17683.49,1113.5,3761,11085,7324
620,565.55,17681.84,1115.15,2498,9719,7221
621,565.6,17680.19,1116.8,3195,10467,7272
622,565.66,17678.55,1118.45,2576,10060,7484
623,565.71,17676.9,1120.09,2660,9935,7275
624,565.76,17675.25,1121.74,2658,10127,7469
625,565.82,17673.61,1123.38,2706,10067,7361
626,565.87,17671.96,1125.03,3059,10304,7245
627,565.92,17670.32,1126.67,2839,10346,7507
628,565.97,17668.67,1128.32,2836,10136,7300
629,566.03,17667.03,1129.96,2905,10572,7667
630,566.08,17665.39,1131.61,3227,10615,7388
631,566.13,17663.74,1133.25,2287,9770,7483
632,566.18,17662.1,1134.89,2694,10331,7637
633,566.24,17660.46,1136.53,3268,10626,7358
634,566.29,17658.82,1138.17,2998,10535,7537
635,566.34,17657.18,1139.82,3008,10576,7568
636,566.39,17655.54,1141.46,2546,10183,7637
637,566.45,17653.9,1143.1,2482,10333,7851
638,566.5,17652.26,1144.74,3043,10576,7533
639,566.55,17650.62,1146.37,3098,10485,7387
640,566.61,17648.98,1148.01,2961,10426,7465
641,566.66,17647.34,1149.65,2252,10011,7759
642,566.71,17645.7,1151.29,2557,10187,7630
643,566.76,17644.07,1152.93,2800,10362,7562
644,566.82,17642.43,1154.56,3093,10635,7542
645,566.87,17640.79,1156.2,3093,10748,7655
646,566.92,17639.16,1157.84,3692,11350,7658
647,566.97,17637.52,1159.47,2721,10497,7776
648,567.03,17635.89,1161.11,3084,10798,7714
649,567.08,17634.25,1162.74,3125,10753,7628
650,567.13,17632.62,1164.37,2852,10785,7933
651,567.18,17630.99,1166.01,3069,10917,7848
652,567.24,17629.35,1167.64,2987,10936,7949
653,567.29,17627.72,1169.27,2607,10459,7852
654,567.34,17626.09,1170.9,2682,10460,7778
655,567.39,17624.46,1172.54,2312,10131,7819
656,567.45,17622.83,1174.17,2421,10279,7858
657,567.5,17621.2,1175.8,3354,11359,8005
658,567.55,17619.57,1177.43,2526,10348,7822
659,567.6,17617.94,1179.06,2322,10667,8345
660,567.66,17616.31,1180.69,3272,11246,7974
661,567.71,17614.68,1182.31,2565,10678,8113
662,567.76,17613.05,1183.94,3265,11256,7991
663,567.81,17611.42,1185.57,2682,10827,8145
664,567.87,17609.79,1187.2,2990,11081,8091
665,567.92,17608.17,1188.82,2859,11200,8341
666,567.97,17606.54,1190.45,2776,10992,8216
667,568.02,17604.92,1192.08,2787,11121,8334
668,568.08,17603.29,1193.7,2402,10742,8340
669,568.13,17601.67,1195.33,2436,10791,8355
670,568.18,17600.04,1196.95,2691,11077,8386
671,568.23,17598.42,1198.58,2717,11236,8519
672,568.29,17596.79,1200.2,2570,11168,8598
673,568.34,17595.17,1201.82,2819,11491,8672
674,568.39,17593.55,1203.44,3363,11702,8339
675,568.44,17591.93,1205.07,3304,11942,8638
676,568.5,17590.3,1206.69,3240,11765,8525
677,568.55,17588.68,1208.31,2783,11409,8626
678,568.6,17587.06,1209.93,2714,11424,8710
679,568.65,17585.44,1211.55,2606,11430,8824
680,568.7,17583.82,1213.17,2800,11591,8791
681,568.76,17582.2,1214.79,3370,12156,8786
682,568.81,17580.58,1216.41,2995,11424,8429
683,568.86,17578.97,1218.03,2649,10957,8308
684,568.91,17577.35,1219.64,3931,12588,8657
685,568.97,17575.73,1221.26,2866,11597,8731
686,569.02,17574.11,1222.88,2414,11185,8771
687,569.07,17572.5,1224.49,2634,11436,8802
688,569.12,17570.88,1226.11,2614,11312,8698
689,569.18,17569.27,1227.73,2874,11808,8934
690,569.23,17567.65,1229.34,2870,11749,8879
691,569.28,17566.04,1230.96,2852,11750,8898
692,569.33,17564.42,1232.57,2449,11326,8877
693,569.38,17562.81,1234.18,2736,11851,9115
694,569.44,17561.2,1235.8,3232,12359,9127
695,569.49,17559.58,1237.41,2758,11803,9045
696,569.54,17557.97,1239.02,2768,11756,8988
697,569.59,17556.36,1240.63,2474,11804,9330
698,569.65,17554.75,1242.24,2669,11926,9257
699,569.7,17553.14,1243.85,3282,12627,9345
700,569.75,17551.53,1245.47,2873,12213,9340
701,569.8,17549.92,1247.08,2678,11949,9271
702,569.86,17548.31,1248.68,3042,12544,9502
703,569.91,17546.7,1250.29,3745,13451,9706
704,569.96,17545.09,1251.9,3376,12847,9471
705,570.01,17543.48,1253.51,3219,12968,9749
706,570.06,17541.88,1255.12,2812,12142,9330
707,570.12,17540.27,1256.72,2678,12107,9429
708,570.17,17538.66,1258.33,3950,13415,9465
709,570.22,17537.06,1259.94,2657,12247,9590
710,570.27,17535.45,1261.54,3247,13144,9897
711,570.33,17533.84,1263.15,2964,12835,9871
712,570.38,17532.24,1264.75,3329,13331,10002
713,570.43,17530.64,1266.36,2438,12490,10052
714,570.48,17529.03,1267.96,4724,14766,10042
715,570.53,17527.43,1269.56,3328,13249,9921
716,570.59,17525.83,1271.17,2909,13337,10428
717,570.64,17524.22,1272.77,2964,13274,10310
718,570.69,17522.62,1274.37,2559,12680,10121
719,570.74,17521.02,1275.97,3005,13531,10526
720,570.8,17519.42,1277.57,3030,13630,10600
721,570.85,17517.82,1279.17,2581,13432,10851
722,570.9,17516.22,1280.77,3287,14060,10773
723,570.95,17514.62,1282.37,3169,13950,10781
724,571,17513.02,1283.97,3079,14279,11200
725,571.06,17511.42,1285.57,2829,13971,11142
726,571.11,17509.82,1287.17,2525,13569,11044
727,571.16,17508.23,1288.77,2733,14175,11442
728,571.21,17506.63,1290.36,3535,15427,11892
729,571.26,17505.03,1291.96,2738,14184,11446
730,571.32,17503.44,1293.56,2756,14910,12154
731,571.37,17501.84,1295.15,3374,15346,11972
732,571.42,17500.24,1296.75,2889,15242,12353
733,571.47,17498.65,1298.34,3350,15960,12610
734,571.52,17497.06,1299.94,2260,14766,12506
735,571.58,17495.46,1301.53,2900,15694,12794
736,571.63,17493.87,1303.12,2865,16079,13214
737,571.68,17492.27,1304.72,2667,16063,13396
738,571.73,17490.68,1306.31,3375,17415,14040
739,571.79,17489.09,1307.9,2542,16659,14117
740,571.84,17487.5,1309.49,2391,16735,14344
741,571.89,17485.91,1311.09,2569,17019,14450
742,571.94,17484.32,1312.68,2386,17360,14974
743,571.99,17482.73,1314.27,3168,18450,15282
744,572.05,17481.14,1315.86,3283,18922,15639
745,572.1,17479.55,1317.45,2466,18759,16293
746,572.15,17477.96,1319.03,3122,19506,16384
747,572.2,17476.37,1320.62,2922,19615,16693
748,572.25,17474.78,1322.21,2788,19901,17113
749,572.31,17473.19,1323.8,2511,20135,17624
750,572.36,17471.61,1325.38,2752,20462,17710
751,572.41,17470.02,1326.97,2559,20991,18432
752,572.46,17468.44,1328.56,3123,21947,18824
753,572.51,17466.85,1330.14,3058,22048,18990
754,572.57,17465.26,1331.73,3304,22317,19013
755,572.62,17463.68,1333.31,2540,22080,19540
756,572.67,17462.1,1334.9,2985,22822,19837
757,572.72,17460.51,1336.48,2477,22295,19818
758,572.77,17458.93,1338.06,2949,23089,20140
759,572.82,17457.35,1339.65,2461,22359,19898
760,572.88,17455.76,1341.23,2709,22681,19972
761,572.93,17454.18,1342.81,2696,22610,19914
762,572.98,17452.6,1344.39,3123,22781,19658
763,573.03,17451.02,1345.97,2575,22636,20061
764,573.08,17449.44,1347.55,2478,22148,19670
765,573.14,17447.86,1349.13,2754,22152,19398
766,573.19,17446.28,1350.71,2929,22146,19217
767,573.24,17444.7,1352.29,5294,24037,18743
768,573.29,17443.12,1353.87,2716,21144,18428
769,573.34,17441.54,1355.45,3034,21298,18264
770,573.4,17439.97,1357.03,2994,20630,17636
771,573.45,17438.39,1358.6,2794,20333,17539
772,573.5,17436.81,1360.18,2867,20272,17405
773,573.55,17435.23,1361.76,2960,19666,16706
774,573.6,17433.66,1363.33,3124,19386,16262
775,573.65,17432.08,1364.91,3121,19291,16170
776,573.71,17430.51,1366.48,2951,18728,15777
777,573.76,17428.93,1368.06,2712,17629,14917
778,573.81,17427.36,1369.63,2635,17546,14911
779,573.86,17425.79,1371.21,4088,18580,14492
780,573.91,17424.21,1372.78,2534,17085,14551
781,573.97,17422.64,1374.35,2761,16815,14054
782,574.02,17421.07,1375.92,2437,16237,13800
783,574.07,17419.5,1377.5,2309,15876,13567
784,574.12,17417.93,1379.07,2493,15843,13350
785,574.17,17416.35,1380.64,2729,15856,13127
786,574.22,17414.78,1382.21,2843,15649,12806
787,574.28,17413.21,1383.78,2885,15530,12645
788,574.33,17411.65,1385.35,2442,15074,12632
789,574.38,17410.08,1386.92,2772,15476,12704
790,574.43,17408.51,1388.48,3563,15729,12166
791,574.48,17406.94,1390.05,2862,14627,11765
792,574.54,17405.37,1391.62,2709,14621,11912
793,574.59,17403.8,1393.19,2640,14382,11742
794,574.64,17402.24,1394.75,2757,14506,11749
795,574.69,17400.67,1396.32,2917,14569,11652
796,574.74,17399.11,1397.89,2748,14023,11275
797,574.79,17397.54,1399.45,3443,14737,11294
798,574.85,17395.98,1401.02,2488,13703,11215
799,574.9,17394.41,1402.58,3722,15032,11310
800,574.95,17392.85,1404.14,2691,13866,11175
801,575,17391.28,1405.71,3107,14151,11044
802,575.05,17389.72,1407.27,2590,13177,10587
803,575.1,17388.16,1408.83,2212,13406,11194
804,575.16,17386.6,1410.4,2485,13545,11060
805,575.21,17385.04,1411.96,2867,13739,10872
806,575.26,17383.47,1413.52,2740,13505,10765
807,575.31,17381.91,1415.08,2697,13770,11073
808,575.36,17380.35,1416.64,2915,13768,10853
809,575.41,17378.79,1418.2,2751,13460,10709
810,575.47,17377.23,1419.76,2982,13366,10384
811,575.52,17375.67,1421.32,2714,13186,10472
812,575.57,17374.12,1422.88,2508,12987,10479
813,575.62,17372.56,1424.43,2582,12921,10339
814,575.67,17371,1425.99,3326,13848,10522
815,575.72,17369.44,1427.55,2975,13341,10366
816,575.78,17367.89,1429.11,2553,12849,10296
817,575.83,17366.33,1430.66,2666,13003,10337
818,575.88,17364.78,1432.22,2663,12935,10272
819,575.93,17363.22,1433.77,2906,13335,10429
820,575.98,17361.67,1435.33,2617,13123,10506
821,576.03,17360.11,1436.88,2791,13221,10430
822,576.08,17358.56,1438.44,3287,13651,10364
823,576.14,17357,1439.99,3645,13819,10174
824,576.19,17355.45,1441.54,3055,13220,10165
825,576.24,17353.9,1443.09,3013,13331,10318
826,576.29,17352.35,1444.65,2913,13338,10425
827,576.34,17350.79,1446.2,2962,13304,10342
828,576.39,17349.24,1447.75,2552,12497,9945
829,576.45,17347.69,1449.3,2822,13067,10245
830,576.5,17346.14,1450.85,2907,13186,10279
831,576.55,17344.59,1452.4,2566,12909,10343
832,576.6,17343.04,1453.95,2860,13109,10249
833,576.65,17341.5,1455.5,2837,13140,10303
834,576.7,17339.95,1457.05,2148,12601,10453
835,576.75,17338.4,1458.59,2855,13246,10391
836,576.81,17336.85,1460.14,3405,13601,10196
837,576.86,17335.3,1461.69,2779,13197,10418
838,576.91,17333.76,1463.23,3068,13270,10202
839,576.96,17332.21,1464.78,2909,13125,10216
840,577.01,17330.67,1466.33,2666,13132,10466
841,577.06,17329.12,1467.87,2608,12894,10286
842,577.11,17327.58,1469.42,2463,12812,10349
843,577.17,17326.03,1470.96,3327,13528,10201
844,577.22,17324.49,1472.5,3048,13535,10487
845,577.27,17322.94,1474.05,2495,12800,10305
846,577.32,17321.4,1475.59,2990,13378,10388
847,577.37,17319.86,1477.13,2717,13167,10450
848,577.42,17318.32,1478.68,2476,12712,10236
849,577.47,17316.78,1480.22,4405,14834,10429
850,577.53,17315.23,1481.76,2449,12671,10222
851,577.58,17313.69,1483.3,2441,12723,10282
852,577.63,17312.15,1484.84,2630,13125,10495
853,577.68,17310.61,1486.38,2891,13275,10384
854,577.73,17309.07,1487.92,2619,13051,10432
855,577.78,17307.54,1489.46,3239,13627,10388
856,577.83,17306,1491,2775,13195,10420
857,577.89,17304.46,1492.53,2667,13304,10637
858,577.94,17302.92,1494.07,3018,13376,10358
859,577.99,17301.38,1495.61,2320,12717,10397
860,578.04,17299.85,1497.14,3271,13765,10494
861,578.09,17298.31,1498.68,2587,13224,10637
862,578.14,17296.78,1500.22,3536,13930,10394
863,578.19,17295.24,1501.75,4150,14676,10526
864,578.25,17293.71,1503.29,2639,13206,10567
865,578.3,17292.17,1504.82,2756,13490,10734
866,578.35,17290.64,1506.35,3237,14170,10933
867,578.4,17289.1,1507.89,2387,13214,10827
868,578.45,17287.57,1509.42,3296,14280,10984
869,578.5,17286.04,1510.95,2828,13447,10619
870,578.55,17284.51,1512.49,2462,13065,10603
871,578.6,17282.98,1514.02,3233,14166,10933
872,578.66,17281.44,1515.55,2742,13771,11029
873,578.71,17279.91,1517.08,2804,14298,11494
874,578.76,17278.38,1518.61,2570,13931,11361
875,578.81,17276.85,1520.14,3322,14486,11164
876,578.86,17275.32,1521.67,2298,13665,11367
877,578.91,17273.8,1523.2,2698,14188,11490
878,578.96,17272.27,1524.73,3027,14415,11388
879,579.01,17270.74,1526.25,2940,14429,11489
880,579.07,17269.21,1527.78,2859,14728,11869
881,579.12,17267.68,1529.31,2636,14504,11868
882,579.17,17266.16,1530.83,2564,14390,11826
883,579.22,17264.63,1532.36,3398,15423,12025
884,579.27,17263.11,1533.89,2985,15574,12589
885,579.32,17261.58,1535.41,2763,14951,12188
886,579.37,17260.06,1536.94,2666,15232,12566
887,579.42,17258.53,1538.46,2524,15185,12661
888,579.47,17257.01,1539.98,2684,15591,12907
889,579.53,17255.48,1541.51,3071,16314,13243
890,579.58,17253.96,1543.03,2663,15742,13079
891,579.63,17252.44,1544.55,2830,16680,13850
892,579.68,17250.92,1546.08,3242,17168,13926
893,579.73,17249.39,1547.6,2622,16826,14204
894,579.78,17247.87,1549.12,3039,17659,14620
895,579.83,17246.35,1550.64,2826,17582,14756
896,579.88,17244.83,1552.16,2725,18131,15406
897,579.93,17243.31,1553.68,2947,18566,15619
898,579.99,17241.79,1555.2,2979,19294,16315
899,580.04,17240.27,1556.72,2175,18823,16648
900,580.09,17238.76,1558.24,2426,19131,16705
901,580.14,17237.24,1559.76,3085,19754,16669
902,580.19,17235.72,1561.27,2712,19663,16951
903,580.24,17234.2,1562.79,2879,20239,17360
904,580.29,17232.69,1564.31,2708,20346,17638
905,580.34,17231.17,1565.82,2331,20073,17742
906,580.39,17229.65,1567.34,2334,20338,18004
907,580.45,17228.14,1568.85,2575,21127,18552
908,580.5,17226.62,1570.37,2602,21232,18630
909,580.55,17225.11,1571.88,2786,20984,18198
910,580.6,17223.59,1573.4,3927,22417,18490
911,580.65,17222.08,1574.91,2786,21389,18603
912,580.7,17220.57,1576.42,2487,21130,18643
913,580.75,17219.06,1577.94,2634,21402,18768
914,580.8,17217.54,1579.45,2562,20887,18325
915,580.85,17216.03,1580.96,2807,21431,18624
916,580.9,17214.52,1582.47,2712,20970,18258
917,580.96,17213.01,1583.98,2675,20441,17766
918,581.01,17211.5,1585.49,5070,23065,17995
919,581.06,17209.99,1587,3006,20825,17819
920,581.11,17208.48,1588.51,2646,20374,17728
921,581.16,17206.97,1590.02,2549,19899,17350
922,581.21,17205.46,1591.53,2695,19569,16874
923,581.26,17203.95,1593.04,2871,20259,17388
924,581.31,17202.44,1594.55,2421,19361,16940
925,581.36,17200.94,1596.06,2975,19618,16643
926,581.41,17199.43,1597.56,3187,19676,16489
927,581.47,17197.92,1599.07,2828,19123,16295
928,581.52,17196.42,1600.57,2165,18643,16478
929,581.57,17194.91,1602.08,2811,18806,15995
930,581.62,17193.41,1603.59,2596,18716,16120
931,581.67,17191.9,1605.09,3030,19225,16195
932,581.72,17190.4,1606.59,2696,18519,15823
933,581.77,17188.89,1608.1,2581,18061,15480
934,581.82,17187.39,1609.6,2846,18333,15487
935,581.87,17185.89,1611.1,2810,18039,15229
936,581.92,17184.39,1612.61,2498,17608,15110
937,581.97,17182.88,1614.11,2907,17400,14493
938,582.03,17181.38,1615.61,2615,17450,14835
939,582.08,17179.88,1617.11,2433,16559,14126
940,582.13,17178.38,1618.61,2555,16561,14006
941,582.18,17176.88,1620.11,2634,16110,13476
942,582.23,17175.38,1621.61,2915,16195,13280
943,582.28,17173.88,1623.11,2549,15269,12720
944,582.33,17172.38,1624.61,2867,15553,12686
945,582.38,17170.88,1626.11,2869,15281,12412
946,582.43,17169.39,1627.61,2891,15043,12152
947,582.48,17167.89,1629.1,2500,14407,11907
948,582.53,17166.39,1630.6,2782,14309,11527
949,582.58,17164.89,1632.1,3881,15442,11561
950,582.64,17163.4,1633.59,2972,14040,11068
951,582.69,17161.9,1635.09,3205,14285,11080
952,582.74,17160.41,1636.59,2614,13307,10693
953,582.79,17158.91,1638.08,2647,13688,11041
954,582.84,17157.42,1639.57,3505,13860,10355
955,582.89,17155.92,1641.07,3322,13538,10216
956,582.94,17154.43,1642.56,2912,13283,10371
957,582.99,17152.94,1644.06,3120,13258,10138
958,583.04,17151.44,1645.55,2768,12619,9851
959,583.09,17149.95,1647.04,2800,12738,9938
960,583.14,17148.46,1648.53,2282,12101,9819
961,583.19,17146.97,1650.02,2529,12498,9969
962,583.24,17145.48,1651.51,2234,11755,9521
963,583.29,17143.99,1653,2426,11933,9507
964,583.35,17142.5,1654.49,2818,12534,9716
965,583.4,17141.01,1655.98,3004,12328,9324
966,583.45,17139.52,1657.47,2778,12020,9242
967,583.5,17138.03,1658.96,2887,12064,9177
968,583.55,17136.54,1660.45,2512,11465,8953
969,583.6,17135.05,1661.94,3057,11963,8906
970,583.65,17133.57,1663.43,2928,11912,8984
971,583.7,17132.08,1664.91,2866,11970,9104
972,583.75,17130.59,1666.4,2519,11506,8987
973,583.8,17129.11,1667.88,3122,12020,8898
974,583.85,17127.62,1669.37,2693,11650,8957
975,583.9,17126.14,1670.86,2958,11731,8773
976,583.95,17124.65,1672.34,3060,12024,8964
977,584,17123.17,1673.82,2624,11518,8894
978,584.05,17121.68,1675.31,2524,11482,8958
979,584.11,17120.2,1676.79,2655,11458,8803
980,584.16,17118.72,1678.27,2891,11662,8771
981,584.21,17117.24,1679.76,2873,11726,8853
982,584.26,17115.75,1681.24,2912,11641,8729
983,584.31,17114.27,1682.72,2822,11671,8849
984,584.36,17112.79,1684.2,2635,11162,8527
985,584.41,17111.31,1685.68,2907,11239,8332
986,584.46,17109.83,1687.16,2343,10763,8420
987,584.51,17108.35,1688.64,2709,11486,8777
988,584.56,17106.87,1690.12,2868,11298,8430
989,584.61,17105.39,1691.6,2950,11447,8497
990,584.66,17103.91,1693.08,2608,11272,8664
991,584.71,17102.43,1694.56,3418,11866,8448
992,584.76,17100.96,1696.04,3101,11527,8426
993,584.81,17099.48,1697.51,3233,11519,8286
994,584.86,17098,1698.99,3573,12205,8632
995,584.91,17096.53,1700.47,2758,11067,8309
996,584.96,17095.05,1701.94,3091,11639,8548
997,585.02,17093.58,1703.42,2587,10946,8359
998,585.07,17092.1,1704.89,2641,11346,8705
999,585.12,17090.63,1706.37,2802,11202,8400
1000,585.17,17089.15,1707.84,2710,11262,8552
1001,585.22,17087.68,1709.31,2665,11237,8572
1002,585.27,17086.2,1710.79,2835,11236,8401
1003,585.32,17084.73,1712.26,2797,11138,8341
1004,585.37,17083.26,1713.73,2569,10999,8430
1005,585.42,17081.79,1715.2,2620,11133,8513
1006,585.47,17080.32,1716.68,2435,10905,8470
1007,585.52,17078.85,1718.15,3024,11555,8531
1008,585.57,17077.37,1719.62,3340,11666,8326
1009,585.62,17075.9,1721.09,2601,10874,8273
1010,585.67,17074.43,1722.56,2406,10737,8331
1011,585.72,17072.97,1724.03,2521,10681,8160
1012,585.77,17071.5,1725.5,2698,10991,8293
1013,585.82,17070.03,1726.96,2423,10676,8253
1014,585.87,17068.56,1728.43,2754,11130,8376
1015,585.92,17067.09,1729.9,2528,10963,8435
1016,585.97,17065.63,1731.37,3005,11556,8551
1017,586.02,17064.16,1732.83,2944,10934,7990
1018,586.07,17062.69,1734.3,3083,11513,8430
1019,586.12,17061.23,1735.77,3008,11030,8022
1020,586.17,17059.76,1737.23,3186,11544,8358
1021,586.23,17058.3,1738.7,2642,10720,8078
1022,586.28,17056.83,1740.16,2626,11068,8442
1023,586.33,17055.37,1741.62,2643,10817,8174
1024,586.38,17053.9,1743.09,2881,11111,8230
1025,586.43,17052.44,1744.55,3434,11584,8150
1026,586.48,17050.98,1746.01,2445,10587,8142
1027,586.53,17049.52,1747.48,2503,10648,8145
1028,586.58,17048.05,1748.94,2491,10720,8229
1029,586.63,17046.59,1750.4,2809,11122,8313
1030,586.68,17045.13,1751.86,2225,10445,8220
1031,586.73,17043.67,1753.32,3094,11362,8268
1032,586.78,17042.21,1754.78,2569,10756,8187
1033,586.83,17040.75,1756.24,2712,10939,8227
1034,586.88,17039.29,1757.7,3112,11445,8333
1035,586.93,17037.83,1759.16,2910,11052,8142
1036,586.98,17036.37,1760.62,3384,11632,8248
1037,587.03,17034.92,1762.08,2222,10587,8365
1038,587.08,17033.46,1763.53,2307,10434,8127
1039,587.13,17032,1764.99,2641,10902,8261
1040,587.18,17030.55,1766.45,2925,11170,8245
1041,587.23,17029.09,1767.9,3107,11354,8247
1042,587.28,17027.63,1769.36,2715,10960,8245
1043,587.33,17026.18,1770.81,2595,10744,8149
1044,587.38,17024.72,1772.27,2932,11217,8285
1045,587.43,17023.27,1773.72,3028,11155,8127
1046,587.48,17021.82,1775.18,3131,11278,8147
1047,587.53,17020.36,1776.63,2709,10810,8101
1048,587.58,17018.91,1778.08,2164,10300,8136
1049,587.63,17017.46,1779.54,2464,10707,8243
1050,587.68,17016,1780.99,2238,10338,8100
1051,587.73,17014.55,1782.44,2678,11001,8323
1052,587.78,17013.1,1783.89,3159,11473,8314
1053,587.83,17011.65,1785.34,2628,10754,8126
1054,587.88,17010.2,1786.79,2721,10779,8058
1055,587.93,17008.75,1788.24,3456,11448,7992
1056,587.98,17007.3,1789.69,3003,10955,7952
1057,588.03,17005.85,1791.14,2668,10840,8172
1058,588.08,17004.4,1792.59,2208,10593,8385
1059,588.13,17002.95,1794.04,2417,10532,8115
1060,588.18,17001.5,1795.49,3398,11753,8355
1061,588.23,17000.06,1796.94,3232,11381,8149
1062,588.28,16998.61,1798.38,2803,10844,8041
1063,588.33,16997.16,1799.83,3233,11356,8123
1064,588.38,16995.72,1801.28,2700,10880,8180
1065,588.43,16994.27,1802.72,2522,10647,8125
1066,588.48,16992.83,1804.17,2604,10740,8136
1067,588.53,16991.38,1805.61,2614,10644,8030
1068,588.58,16989.94,1807.06,2384,10460,8076
1069,588.63,16988.49,1808.5,2571,10754,8183
1070,588.68,16987.05,1809.94,2793,10832,8039
1071,588.73,16985.61,1811.39,2908,11039,8131
1072,588.78,16984.16,1812.83,2970,11038,8068
1073,588.83,16982.72,1814.27,2469,10741,8272
1074,588.88,16981.28,1815.71,2662,10950,8288
1075,588.93,16979.84,1817.16,3571,11884,8313
1076,588.98,16978.4,1818.6,3764,11992,8228
1077,589.03,16976.96,1820.04,3347,11461,8114
1078,589.08,16975.52,1821.48,2633,10819,8186
1079,589.13,16974.08,1822.92,2927,10930,8003
1080,589.18,16972.64,1824.36,3179,11201,8022
1081,589.23,16971.2,1825.79,2938,10999,8061
1082,589.28,16969.76,1827.23,3072,11407,8335
1083,589.33,16968.32,1828.67,2807,10875,8068
1084,589.38,16966.88,1830.11,2762,10924,8162
1085,589.43,16965.45,1831.55,2363,10466,8103
1086,589.48,16964.01,1832.98,2696,10866,8170
1087,589.53,16962.57,1834.42,2771,11035,8264
1088,589.58,16961.14,1835.85,2487,10756,8269
1089,589.63,16959.7,1837.29,3175,11611,8436
1090,589.68,16958.27,1838.72,2559,10854,8295
1091,589.73,16956.83,1840.16,2343,10412,8069
1092,589.78,16955.4,1841.59,2744,11109,8365
1093,589.83,16953.97,1843.03,2737,11135,8398
1094,589.88,16952.53,1844.46,2591,10838,8247
1095,589.93,16951.1,1845.89,3002,11342,8340
1096,589.98,16949.67,1847.33,2433,10810,8377
1097,590.03,16948.24,1848.76,2677,10767,8090
1098,590.08,16946.8,1850.19,2517,10661,8144
1099,590.13,16945.37,1851.62,2624,10540,7916
1100,590.18,16943.94,1853.05,2911,11090,8179
1101,590.23,16942.51,1854.48,2454,10732,8278
1102,590.28,16941.08,1855.91,2401,10490,8089
1103,590.33,16939.65,1857.34,3230,11313,8083
1104,590.38,16938.22,1858.77,3034,11177,8143
1105,590.43,16936.8,1860.2,3070,11271,8201
1106,590.48,16935.37,1861.63,2629,10748,8119
1107,590.53,16933.94,1863.05,2903,11162,8259
1108,590.58,16932.51,1864.48,3328,11457,8129
1109,590.63,16931.09,1865.91,3267,11621,8354
1110,590.68,16929.66,1867.33,3261,11410,8149
1111,590.73,16928.23,1868.76,2794,10787,7993
1112,590.78,16926.81,1870.18,2991,10873,7882
1113,590.83,16925.38,1871.61,2964,11050,8086
1114,590.88,16923.96,1873.03,2674,10928,8254
1115,590.93,16922.53,1874.46,4520,12863,8343
1116,590.98,16921.11,1875.88,2918,11103,8185
1117,591.03,16919.69,1877.31,2651,10736,8085
1118,591.08,16918.26,1878.73,2966,11105,8139
1119,591.13,16916.84,1880.15,3289,11622,8333
1120,591.18,16915.42,1881.57,3329,11481,8152
1121,591.23,16914,1883,2527,10552,8025
1122,591.28,16912.58,1884.42,2885,10943,8058
1123,591.33,16911.16,1885.84,3137,11387,8250
1124,591.38,16909.74,1887.26,3118,11254,8136
1125,591.42,16908.32,1888.68,2387,10644,8257
1126,591.47,16906.9,1890.1,2863,11066,8203
1127,591.52,16905.48,1891.52,2651,10975,8324
1128,591.57,16904.06,1892.93,2767,11179,8412
1129,591.62,16902.64,1894.35,2321,10579,8258
1130,591.67,16901.22,1895.77,2827,10920,8093
1131,591.72,16899.8,1897.19,3276,11498,8222
1132,591.77,16898.39,1898.6,2840,10947,8107
1133,591.82,16896.97,1900.02,2692,10632,7940
1134,591.87,16895.56,1901.44,2429,10446,8017
1135,591.92,16894.14,1902.85,2659,11089,8430
1136,591.97,16892.72,1904.27,2737,10862,8125
1137,592.02,16891.31,1905.68,2721,10933,8212
1138,592.07,16889.9,1907.1,2951,11071,8120
1139,592.12,16888.48,1908.51,2852,11060,8208
1140,592.17,16887.07,1909.92,2343,10496,8153
1141,592.22,16885.65,1911.34,2941,11022,8081
1142,592.27,16884.24,1912.75,2574,11015,8441
1143,592.32,16882.83,1914.16,2577,10762,8185
1144,592.37,16881.42,1915.57,2514,10806,8292
1145,592.42,16880.01,1916.99,3319,11574,8255
1146,592.47,16878.6,1918.4,2758,10702,7944
1147,592.52,16877.18,1919.81,3586,11705,8119
1148,592.57,16875.77,1921.22,2476,10707,8231
1149,592.61,16874.37,1922.63,2930,11168,8238
1150,592.66,16872.96,1924.04,2525,10568,8043
1151,592.71,16871.55,1925.45,3068,11041,7973
1152,592.76,16870.14,1926.85,3240,11284,8044
1153,592.81,16868.73,1928.26,2659,10623,7964
1154,592.86,16867.32,1929.67,2876,10957,8081
1155,592.91,16865.92,1931.08,3078,10864,7786
1156,592.96,16864.51,1932.48,2449,10294,7845
1157,593.01,16863.1,1933.89,2715,10544,7829
1158,593.06,16861.7,1935.3,2871,11225,8354
1159,593.11,16860.29,1936.7,2404,10401,7997
1160,593.16,16858.89,1938.11,2854,10845,7991
1161,593.21,16857.48,1939.51,2714,10852,8138
1162,593.26,16856.08,1940.91,3423,11576,8153
1163,593.31,16854.67,1942.32,2771,11196,8425
